fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2020,0935,444,1393,0,9999,FED MONIES - TANF GRANT,1200000,rev ioc 03.11.2020,SOCIAL SERVS BLOCK GRANT,HUMAN SERVICES,NA,NA,0935,0935,0,NA,1,SOCIAL SERVS BLOCK GRANT,G,Federal Trust Funds,1,1,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2021,0935,444,1393,NA,NA,FED MONIES - TANF GRANT,1200000,NA,SOCIAL SERVS BLOCK GRANT,HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0935,0935,0,NA,1,SOCIAL SERVS BLOCK GRANT,G,Federal Trust Funds,1,1,FED MONIES - TANF GRANT,57,Federal - Other,NA,NA,NA
2022,0421,478,2306,NA,NA,ENHANCED FED FIN PART-ARRA,1199796,NA,PUBLIC AID RECOVERIES TRUST,HEALTHCARE & FAMILY SERVICES,NA,NA,0421,0421,0,NA,1,PUBLIC AID RECOVERIES TRUST,I,State Trust Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0203,416,2104,0,9999,MEDICARE PART D,1198532.95,rev ioc 12.11.2019,TCHR HEALTH INSURANCE SECURITY,CENTRAL MANAGEMENT,NA,NA,0203,0203,0,NA,0,TCHR HEALTH INSURANCE SECURITY,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2019,0905,422,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",1172955.27,rev ioc 12.11.2019,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0360,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,1170151,NA,"LEAD POISONING,SCREENING",HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0360,0360,0,NA,1,LEAD POISONING SCREENING,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0447,497,0653,NA,NA,VETERAN'S ADMINISTRATION,1163394.11,NA,GI EDUCATION,VETERANS' AFFAIRS,G,FEDERAL TRUST FUNDS,0447,0447,0,NA,1,GI EDUCATION,G,Federal Trust Funds,1,1,VETERAN'S ADMINISTRATION,57,Federal - Other,NA,NA,NA
2019,0921,444,0678,0,9999,SSI INTERIM ASSISTANCE,1158617.89,rev ioc 12.11.2019,DHS RECOVERIES TRUST,HUMAN SERVICES,NA,NA,0921,0921,0,NA,1,DHS RECOVERIES TRUST,I,State Trust Funds,1,1,SSI INTERIM ASSISTANCE,57,Federal - Other,NA,NA,NA
2021,0911,444,0629,NA,NA,U S DEPARTMENT OF JUSTICE,1134833,NA,JUVENILE JUSTICE TRUST,HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0911,0911,0,NA,1,JUVENILE JUSTICE TRUST,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0911,444,0629,0,9999,U S DEPARTMENT OF JUSTICE,1127240,rev ioc 12.11.2019,JUVENILE JUSTICE TRUST,HUMAN SERVICES,NA,NA,0911,0911,0,NA,1,JUVENILE JUSTICE TRUST,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2022,0724,452,0630,NA,NA,"LABOR,DEPARTMENT OF",1121629.15,NA,DEPT OF LABOR FEDERAL PROJECTS,LABOR,NA,NA,0724,0724,0,NA,1,DEPT OF LABOR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0523,425,0728,NA,NA,SBE FED DEPT OF EDUCATION,1119384,NA,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,D,SPECIAL STATE FUNDS,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE FED DEPT OF EDUCATION,57,Federal - Other,NA,NA,NA
2019,0687,528,0629,0,9999,U S DEPARTMENT OF JUSTICE,1113132.22,rev ioc 12.11.2019,COURT OF CLAIMS FEDERAL GRANT,COURT OF CLAIMS,NA,NA,0687,0687,0,NA,1,COURT OF CLAIMS FEDERAL GRANT,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2022,0962,422,0643,NA,NA,"TRANSPORTATION, DEPARTMENT",1106529.35,NA,PARK & CONSERVATION,"NATURAL RESOURCES",NA,NA,0962,0962,0,NA,1,PARK & CONSERVATION,D,Special State Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2019,0580,592,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,1080886.75,rev ioc 12.11.2019,FIRE PREVENTION DIVISION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0580,0580,0,NA,1,FIRE PREVENTION DIVISION,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2021,0433,494,0645,NA,NA,TRANS/RAILROAD ADMIN,1073629.48,NA,FEDERAL HIGH SPEED RAIL TRUST,TRANSPORTATION,D,SPECIAL STATE FUNDS,0433,0433,0,NA,1,FEDERAL HIGH SPEED RAIL TRUST,D,Special State Funds,1,1,TRANS/RAILROAD ADMIN,59,Federal Transportation,NA,NA,NA
2019,0726,452,2340,0,9999,OSHA CONSULTATION GRANT,1067724.63,rev ioc 12.11.2019,FEDERAL INDUSTRIAL SERVICES,LABOR,NA,NA,0726,0726,0,NA,1,FEDERAL INDUSTRIAL SERVICES,G,Federal Trust Funds,1,1,OSHA CONSULTATION GRANT,57,Federal - Other,NA,NA,NA
2019,0872,444,0655,0,9999,HHS FEDERAL BLOCK GRANT,1060313.23,rev ioc 12.11.2019,MATERNAL & CHILD HLTH SERV BLK,HUMAN SERVICES,NA,NA,0872,0872,0,NA,1,MATERNAL & CHILD HLTH SERV BLK,G,Federal Trust Funds,1,1,HHS FEDERAL BLOCK GRANT,57,Federal - Other,NA,NA,NA
2022,0360,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,1059640,NA,"LEAD POISONING,SCREENING",HEALTHCARE & FAMILY SERVICES,NA,NA,0360,0360,0,NA,1,LEAD POISONING SCREENING,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0360,478,0618,0,9999,HEALTH AND HUMAN SERVICES,1058351,rev ioc 03.11.2020,"LEAD POISONING,SCREENING",HEALTHCARE & FAMILY SERVICES,NA,NA,0360,0360,0,NA,1,LEAD POISONING SCREENING,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0396,402,0618,0,9999,HEALTH AND HUMAN SERVICES,1034188.06,rev ioc 12.11.2019,SENIOR HEALTH INSURANCE PROG,AGING,NA,NA,0396,0396,0,NA,1,SENIOR HEALTH INSURANCE PROG,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0724,452,0630,0,9999,"LABOR,DEPARTMENT OF",1013225.05,rev ioc 03.11.2020,DEPT OF LABOR FEDERAL PROJECTS,LABOR,NA,NA,0724,0724,0,NA,1,DEPT OF LABOR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0203,416,2104,0,9999,MEDICARE PART D,1010264.35,rev ioc 03.11.2020,TCHR HEALTH INSURANCE SECURITY,CENTRAL MANAGEMENT,NA,NA,0203,0203,0,NA,0,TCHR HEALTH INSURANCE SECURITY,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2021,0063,482,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,999000.24,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,G,FEDERAL TRUST FUNDS,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2021,0636,420,0604,NA,NA,"DEFENSE,DEPARTMENT OF",996375.61,NA,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,G,FEDERAL TRUST FUNDS,0636-B,0636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0894,422,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,987787.15,NA,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2021,0826,406,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",987779.27,NA,AGRICULTURE FEDERAL PROJECTS,AGRICULTURE,G,FEDERAL TRUST FUNDS,0826,0826,0,NA,1,AGRICULTURE FEDERAL PROJECTS,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0304,448,0702,NA,NA,VIA OTHER IL STATE AGENCY,985677.79,NA,TECHNOLOGY MGMNT REVOLVING,INNOVATION AND TECHNOLOGY,H,REVOLVING FUNDS,0304-B,0304,2,NA,1,TECHNOLOGY MGMNT REVOLVING,H,Revolving Funds,1,1,VIA OTHER IL STATE AGENCY,57,Federal - Other,NA,NA,NA
2019,0447,497,0653,0,9999,VETERAN'S ADMINISTRATION,981945.56,rev ioc 12.11.2019,GI EDUCATION,VETERANS' AFFAIRS,NA,NA,0447,0447,0,NA,1,GI EDUCATION,G,Federal Trust Funds,1,1,VETERAN'S ADMINISTRATION,57,Federal - Other,NA,NA,NA
2022,0304,448,0702,NA,NA,VIA OTHER IL STATE AGENCY,974173.52,NA,TECHNOLOGY MGMNT REVOLVING,INNOVATION AND TECHNOLOGY,NA,NA,0304-B,0304,2,NA,1,TECHNOLOGY MGMNT REVOLVING,H,Revolving Funds,1,1,VIA OTHER IL STATE AGENCY,57,Federal - Other,NA,NA,NA
2020,0667,588,1741,0,9999,FEMA,973712.68,rev ioc 03.11.2020,DISASTER RESPONSE AND RECOVERY,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0667,0667,0,NA,1,DISASTER RESPONSE AND RECOVERY,I,State Trust Funds,1,1,FEMA,57,Federal - Other,NA,NA,NA
2022,0808,478,2306,NA,NA,ENHANCED FED FIN PART-ARRA,972991,NA,MEDICAL SPECIAL PURPOSE TRUST,HEALTHCARE & FAMILY SERVICES,NA,NA,0808,0808,0,NA,1,MEDICAL SPECIAL PURPOSE TRUST,D,Special State Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0039,422,0643,0,9999,"TRANSPORTATION, DEPARTMENT",972577,rev ioc 03.11.2020,STATE BOATING ACT,"NATURAL RESOURCES",NA,NA,0039,0039,0,NA,1,STATE BOATING ACT,D,Special State Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2020,0921,444,0678,0,9999,SSI INTERIM ASSISTANCE,962703.95,rev ioc 03.11.2020,DHS RECOVERIES TRUST,HUMAN SERVICES,NA,NA,0921,0921,0,NA,1,DHS RECOVERIES TRUST,I,State Trust Funds,1,1,SSI INTERIM ASSISTANCE,57,Federal - Other,NA,NA,NA
2022,0063,482,0708,NA,NA,US ENVIRONMENTAL PROTECTION,959384.09,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,US ENVIRONMENTAL PROTECTION,57,Federal - Other,NA,NA,NA
2022,0339,684,0630,NA,NA,"LABOR,DEPARTMENT OF",950555.11,NA,IL COMM COLL BRD CONTRCT & GRT,IL COMMUNITY COLLEGE BOARD,NA,NA,0339,0339,0,NA,1,IL COMM COLL BRD CONTRCT & GRT,D,Special State Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0700,444,0764,0,9999,INDIRECT COST REIMBURSEMENT,940220,rev ioc 12.11.2019,"USDA WOMEN, INFANTS & CHILDREN",HUMAN SERVICES,NA,NA,0700,0700,0,NA,1,USDA WOMEN  INFANTS & CHILDREN,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2022,0636,420,0604,NA,NA,"DEFENSE,DEPARTMENT OF",937411.46,NA,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0636-B,0636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,"DEFENSE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0618,402,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",936945,NA,SERVICES FOR OLDER AMERICANS,AGING,G,FEDERAL TRUST FUNDS,0618,0618,0,NA,1,SERVICES FOR OLDER AMERICANS,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0607,442,0624,0,9999,HOUSING & URBAN DEVELOPMENT,932481.16,rev ioc 03.11.2020,SPECIAL PROJECTS DIVISION,HUMAN RIGHTS,NA,NA,0607,0607,0,NA,1,SPECIAL PROJECTS DIVISION,G,Federal Trust Funds,1,1,HOUSING & URBAN DEVELOPMENT,57,Federal - Other,NA,NA,NA
2021,0063,482,0708,NA,NA,US ENVIRONMENTAL PROTECTION,932324.18,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,G,FEDERAL TRUST FUNDS,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,US ENVIRONMENTAL PROTECTION,57,Federal - Other,NA,NA,NA
2019,0063,482,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,930733.81,rev ioc 12.11.2019,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2019,0484,588,0613,0,9999,EMERGENCY MANAGEMENT AGENCY,928506.91,rev ioc 12.11.2019,NUCLEAR CIVIL PROTECTION PLAN,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0484,0484,0,NA,1,NUCLEAR CIVIL PROTECTION PLAN,G,Federal Trust Funds,1,1,EMERGENCY MANAGEMENT AGENCY,57,Federal - Other,NA,NA,NA
2022,0397,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,926146,NA,TRAUMA CENTER,HEALTHCARE & FAMILY SERVICES,NA,NA,0397,0397,0,NA,1,TRAUMA CENTER,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0657,503,0636,NA,NA,"NAT'L ENDOWMENT FOR THE ARTS",910900,NA,IL ARTS COUNCIL FEDERAL GRANT,IL ARTS COUNCIL,G,FEDERAL TRUST FUNDS,0657,0657,0,NA,1,IL ARTS COUNCIL FEDERAL GRANT,G,Federal Trust Funds,1,1,"NAT'L ENDOWMENT FOR THE ARTS",57,Federal - Other,NA,NA,NA
2019,0607,442,0624,0,9999,HOUSING & URBAN DEVELOPMENT,895905.78,rev ioc 12.11.2019,SPECIAL PROJECTS DIVISION,HUMAN RIGHTS,NA,NA,0607,0607,0,NA,1,SPECIAL PROJECTS DIVISION,G,Federal Trust Funds,1,1,HOUSING & URBAN DEVELOPMENT,57,Federal - Other,NA,NA,NA
2021,0523,426,1744,NA,NA,ICCB ADULT EDUCATION,890969.44,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,D,SPECIAL STATE FUNDS,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,ICCB ADULT EDUCATION,57,Federal - Other,NA,NA,NA
2020,0523,425,0728,0,9999,SBE FED DEPT OF EDUCATION,888870,rev ioc 03.11.2020,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE FED DEPT OF EDUCATION,57,Federal - Other,NA,NA,NA
2020,0001,466,0604,0,9999,"DEFENSE,DEPARTMENT OF",885213.64,rev ioc 03.11.2020,GENERAL REVENUE,MILITARY AFFAIRS,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,"DEFENSE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0838,478,2306,NA,NA,ENHANCED FED FIN PART-ARRA,881420,NA,PUBLIC HEALTH FEDERAL PROJECTS,HEALTHCARE & FAMILY SERVICES,G,FEDERAL TRUST FUNDS,0838,0838,0,NA,1,PUBLIC HEALTH FEDERAL PROJECTS,G,Federal Trust Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0838,478,2306,0,9999,ENHANCED FED FIN PART-ARRA,878182,rev ioc 03.11.2020,PUBLIC HEALTH FEDERAL PROJECTS,HEALTHCARE & FAMILY SERVICES,NA,NA,0838,0838,0,NA,1,PUBLIC HEALTH FEDERAL PROJECTS,G,Federal Trust Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0962,422,1894,NA,NA,IEMA-HOMELAND SECURITY,874727.15,NA,PARK & CONSERVATION,"NATURAL RESOURCES",NA,NA,0962,0962,0,NA,1,PARK & CONSERVATION,D,Special State Funds,1,1,IEMA-HOMELAND SECURITY,57,Federal - Other,NA,NA,NA
2019,0859,532,0610,0,9999,"ENERGY,DEPARTMENT OF",873319.18,rev ioc 12.11.2019,FEDERAL ENERGY,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0859,0859,0,NA,1,FEDERAL ENERGY,G,Federal Trust Funds,1,1,"ENERGY,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0580,592,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,871049,NA,FIRE PREVENTION DIVISION,OFFICE OF THE STATE FIRE MARSH,G,FEDERAL TRUST FUNDS,0580,0580,0,NA,1,FIRE PREVENTION DIVISION,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2022,0793,478,2306,NA,NA,ENHANCED FED FIN PART-ARRA,870118,NA,HEALTHCARE PROVIDER RELIEF,HEALTHCARE & FAMILY SERVICES,NA,NA,0793,0793,0,NA,1,HEALTHCARE PROVIDER RELIEF,D,Special State Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0269,201,0618,NA,NA,HEALTH AND HUMAN SERVICES,867536.65,NA,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,NA,NA,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0657,503,0636,0,9999,"NAT'L ENDOWMENT FOR THE ARTS",855500,rev ioc 12.11.2019,IL ARTS COUNCIL FEDERAL GRANT,IL ARTS COUNCIL,NA,NA,0657,0657,0,NA,1,IL ARTS COUNCIL FEDERAL GRANT,G,Federal Trust Funds,1,1,"NAT'L ENDOWMENT FOR THE ARTS",57,Federal - Other,NA,NA,NA
2021,0592,444,0629,NA,NA,U S DEPARTMENT OF JUSTICE,851745,NA,DHS FEDERAL PROJECTS,HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0592,0592,0,NA,1,DHS FEDERAL PROJECTS,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2020,0700,444,0764,0,9999,INDIRECT COST REIMBURSEMENT,837375,rev ioc 03.11.2020,"USDA WOMEN, INFANTS & CHILDREN",HUMAN SERVICES,NA,NA,0700,0700,0,NA,1,USDA WOMEN  INFANTS & CHILDREN,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0607,442,0624,NA,NA,HOUSING & URBAN DEVELOPMENT,833996.23,NA,SPECIAL PROJECTS DIVISION,HUMAN RIGHTS,G,FEDERAL TRUST FUNDS,0607,0607,0,NA,1,SPECIAL PROJECTS DIVISION,G,Federal Trust Funds,1,1,HOUSING & URBAN DEVELOPMENT,57,Federal - Other,NA,NA,NA
2021,0011,494,0644,NA,NA,AERONAUTICS ADMIN COST REIM,831624.22,NA,ROAD,TRANSPORTATION,B,HIGHWAY FUNDS,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,AERONAUTICS ADMIN COST REIM,59,Federal Transportation,NA,NA,NA
2020,0063,482,0624,0,9999,HOUSING & URBAN DEVELOPMENT,829299.92,rev ioc 03.11.2020,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,HOUSING & URBAN DEVELOPMENT,57,Federal - Other,NA,NA,NA
2021,0670,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",823464.57,NA,FEDERAL TITLE IV FIRE PROT,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0670,0670,0,NA,1,FEDERAL TITLE IV FIRE PROT,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0907,416,0713,0,9999,SELF INSURANCE,818400.62,rev ioc 12.11.2019,HEALTH INSURANCE RESERVE,CENTRAL MANAGEMENT,NA,NA,0907,0907,0,NA,1,HEALTH INSURANCE RESERVE,D,Special State Funds,1,1,SELF INSURANCE,57,Federal - Other,NA,NA,NA
2021,0921,444,0678,NA,NA,SSI INTERIM ASSISTANCE,810337.74,NA,DHS RECOVERIES TRUST,HUMAN SERVICES,I,STATE TRUST FUNDS,0921,0921,0,NA,1,DHS RECOVERIES TRUST,I,State Trust Funds,1,1,SSI INTERIM ASSISTANCE,57,Federal - Other,NA,NA,NA
2019,0063,482,0720,0,9999,SPECIAL PURPOSE TRUST FUND,807860.39,rev ioc 12.11.2019,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,SPECIAL PURPOSE TRUST FUND,57,Federal - Other,NA,NA,NA
2019,0523,426,0724,0,9999,CRIMINAL JUSTICE TRUST FUND,802303.59,rev ioc 12.11.2019,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2022,0905,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",799635.36,NA,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0063,482,0708,0,9999,US ENVIRONMENTAL PROTECTION,788700.53,rev ioc 12.11.2019,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,US ENVIRONMENTAL PROTECTION,57,Federal - Other,NA,NA,NA
2020,0497,588,0643,0,9999,"TRANSPORTATION, DEPARTMENT",787883.53,rev ioc 03.11.2020,FEDERAL CIVIL PREPARED ADMIN,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0497,0497,0,NA,1,FEDERAL CIVIL PREPARED ADMIN,G,Federal Trust Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2022,0988,340,0629,NA,NA,U S DEPARTMENT OF JUSTICE,787530.87,NA,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,NA,NA,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0724,452,0630,0,9999,"LABOR,DEPARTMENT OF",784003.67,rev ioc 12.11.2019,DEPT OF LABOR FEDERAL PROJECTS,LABOR,NA,NA,0724,0724,0,NA,1,DEPT OF LABOR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0607,442,0624,NA,NA,HOUSING & URBAN DEVELOPMENT,776874.25,NA,SPECIAL PROJECTS DIVISION,HUMAN RIGHTS,NA,NA,0607,0607,0,NA,1,SPECIAL PROJECTS DIVISION,G,Federal Trust Funds,1,1,HOUSING & URBAN DEVELOPMENT,57,Federal - Other,NA,NA,NA
2020,0710,588,0629,0,9999,U S DEPARTMENT OF JUSTICE,771678.28,rev ioc 03.11.2020,HOMELAND SEC EMERG PREPAR TRST,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0710-B,0710,2,NA,1,HOMELAND SECURITY EMERG PREPAR,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2021,0733,444,0618,NA,NA,HEALTH AND HUMAN SERVICES,767192.57,NA,TOBACCO SETTLEMENT RECOVERY,HUMAN SERVICES,D,SPECIAL STATE FUNDS,0733,0733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0520,493,0629,0,9999,U S DEPARTMENT OF JUSTICE,762613.85,rev ioc 12.11.2019,FEDERAL ASSET FORFEITURE,STATE POLICE,NA,NA,0520,0520,0,NA,1,FEDERAL ASSET FORFEITURE,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0983,601,0607,0,9999,DEPARTMENT OF EDUCATION-FED,742672,rev ioc 12.11.2019,BHE FEDERAL GRANTS,BOARD OF HIGHER EDUCATION,NA,NA,0983-B,0983,2,NA,1,BHE FEDERAL GRANTS,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2020,0269,201,0618,0,9999,HEALTH AND HUMAN SERVICES,741109.03,rev ioc 03.11.2020,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,NA,NA,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0808,478,2306,0,9999,ENHANCED FED FIN PART-ARRA,727612,rev ioc 12.11.2019,MEDICAL SPECIAL PURPOSE TRUST,HEALTHCARE & FAMILY SERVICES,NA,NA,0808,0808,0,NA,1,MEDICAL SPECIAL PURPOSE TRUST,D,Special State Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
